year,decade_code,title,director,writer,plot,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,metascore,imdb_rating,awards
2003,2,The Jungle Book 2,Steve Trenbirth,"Karl Geurs (screenplay), Carter Crocker (additional written material), Evan Spiliotopoulos (additional written material), David Reynolds (additional written material), Roger S.H. Schulman (additional written material), Tom Rogers (additional written material)","Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",nowomen,20000000,47901582,135703599,25321739,60647568,171812557,38,5.3,1 win & 9 nominations.
2003,2,The Last Samurai,Edward Zwick,"John Logan (story), John Logan (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay)",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,nowomen,140000000,111110575,456810575,177252174,140675650,578361911,55,7.7,Nominated for 4 Oscars. Another 18 wins & 39 nominations.
2003,2,The League of Extraordinary Gentlemen,Stephen Norrington,"Alan Moore (comic books), Kevin O'Neill (comic books), James Robinson (screenplay)","In an alternate Victorian Age world, a group of famous contemporary fantasy, SF and adventure characters team up on a secret mission.",nowomen,78000000,66465204,179265204,98754783,84150728,226965337,30,5.8,6 nominations.
2003,2,The Lord of the Rings: The Return of the King,Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,notalk,94000000,377845905,1141408667,119012174,478385772,1445122625,94,8.9,Won 11 Oscars. Another 122 wins & 74 nominations.
2003,2,The Matrix Reloaded,"Andy Wachowski, Lana Wachowski","Andy Wachowski, Lana Wachowski, Andy Wachowski (characters), Lana Wachowski (characters)","Neo and the rebel leaders estimate that they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. During this, Neo must decide how he can save Trinity from a dark fate in his dreams.",ok,127000000,281553689,738576929,160793043,356471453,935102616,62,7.2,5 wins & 20 nominations.
2003,2,The Matrix Revolutions,"Andy Wachowski, Lana Wachowski","Andy Wachowski, Lana Wachowski, Andy Wachowski (characters), Lana Wachowski (characters)",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,ok,110000000,139259759,424259759,139269565,176314964,537149747,47,6.7,1 win & 18 nominations.
2003,2,The Missing,Ron Howard,"Thomas Eidson (novel), Ken Kaufman (screenplay)","In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo.",ok,65000000,26900336,38253433,82295652,34058165,48432173,55,6.5,1 win & 7 nominations.
2003,2,The School of Rock,NA,NA,NA,dubious,20000000,81261177,131161177,25321739,102883716,166061455,NA,NA,NA
2003,2,Thirteen,Catherine Hardwicke,"Catherine Hardwicke, Nikki Reed","A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",ok,2000000,4601043,9505996,2532174,5825321,12035418,70,6.9,Nominated for 1 Oscar. Another 14 wins & 36 nominations.
2003,2,Timeline,Richard Donner,"Michael Crichton (novel), Jeff Maguire (screenplay), George Nolfi (screenplay)",A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,notalk,80000000,19480739,26703184,101286957,24664310,33808553,28,5.6,N/A
2003,2,Undead,"Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig","A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out.",ok,750000,41196,229250,949565,52158,290250,34,5.6,3 wins & 4 nominations.
2003,2,Underworld,Len Wiseman,"Kevin Grevioux (story), Len Wiseman (story), Danny McBride (story), Danny McBride (screenplay)","Selene, a beautiful vampire warrior, is entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a werewolf who longs for the war to end.",dubious,22000000,51970690,95708457,27853913,65799413,121175229,42,7,1 win & 8 nominations.
2003,2,Wrong Turn,Rob Schmidt,Alan B. McElroy,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.""",ok,10000000,15417771,28649556,12660870,19520239,36272829,32,6.1,3 nominations.
2003,2,X2 (X-Men 2),NA,NA,NA,ok,125000000,214949694,407711549,158260870,272145004,516198274,NA,NA,NA
2002,2,25th Hour,Spike Lee,"David Benioff (novel), David Benioff (screenplay)","Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",men,4500000,13084595,25344490,5828306,16946895,32825657,67,7.7,Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.
2002,2,28 Days Later...,Danny Boyle,Alex Garland,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",ok,8000000,45064915,82955633,10361434,58367141,107442412,73,7.7,10 wins & 25 nominations.
2002,2,8 femmes,NA,NA,NA,ok,8000000,3076425,42376425,10361434,3984522,54885065,NA,NA,NA
2002,2,8 Mile,Curtis Hanson,Scott Silver,"A young rapper, struggling with every aspect of his life, wants to make the most of what could be his final opportunity but his problems around gives him doubts.",notalk,41000000,116724075,242924075,53102348,151178596,314630213,77,6.9,Won 1 Oscar. Another 8 wins & 19 nominations.
2002,2,About Schmidt,Alexander Payne,"Louis Begley (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",A man upon retirement embarks on a journey to his estranged daughter's wedding only to discover more about himself and life than he ever expected.,notalk,30000000,65005217,105823486,38855376,84193406,137060380,85,7.2,Nominated for 2 Oscars. Another 34 wins & 35 nominations.
2002,2,Adaptation,NA,NA,NA,dubious,18500000,22498520,22498520,23960815,29139615,29139615,NA,NA,NA
2002,2,All or Nothing,Mike Leigh,Mike Leigh,"Penny's love for her partner, taxi-driver Phil, has run dry. He is a gentle, philosophical guy, and she works on the checkout at a supermarket. Their daughter Rachel cleans in a home for ...",ok,9000000,184255,184255,11656613,238643,238643,72,7.6,3 wins & 12 nominations.
2002,2,Antwone Fisher,Denzel Washington,Antwone Fisher,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",notalk,12500000,21078145,23367586,16189740,27299975,30265212,62,7.3,18 wins & 19 nominations.
2002,2,Austin Powers in Goldmember,Jay Roach,"Mike Myers, Michael McCullers, Mike Myers (characters created by)","Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly-named villain Goldmember - who is working with Dr. Evil.",notalk,63000000,213117789,292738626,81596291,276025731,379148984,62,6.2,5 wins & 19 nominations.
2002,2,Bend It Like Beckham,Gurinder Chadha,"Gurinder Chadha, Guljit Bindra, Paul Mayeda Berges",The daughter of orthodox Sikh rebels against her parents' traditionalism by running off to Germany with a football team (soccer in America).,ok,5600000,32543449,76730377,7253004,42149599,99379590,66,6.7,Nominated for 1 Golden Globe. Another 17 wins & 18 nominations.
2002,2,Blade II,Guillermo del Toro,"Marv Wolfman (character), Gene Colan (character), David S. Goyer",Blade forms an uneasy alliance with the vampire council in order to combat the Reaper vampires who feed on vampires.,notalk,54000000,81676888,154338601,69939678,105786208,199896148,52,6.7,7 wins & 7 nominations.
2002,2,Blue Crush,John Stockwell,"Susan Orlean (magazine article ""Surf Girls of Maui""), Lizzy Weiss (story), Lizzy Weiss (screenplay), John Stockwell (screenplay)","As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.",ok,30000000,40118420,51618420,38855376,51960544,66855105,61,5.6,1 win & 6 nominations.
2002,2,Cabin Fever,Eli Roth,"Eli Roth, Randy Pearlstein, Eli Roth (story)","A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",ok,1500000,21158188,30351664,1942769,27403645,39310844,56,5.6,5 wins & 8 nominations.
2002,2,Carrie,David Carson,"Bryan Fuller (teleplay), Stephen King (novel)","Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",ok,30000000,35266619,85001659,38855376,45676592,110092382,NA,5.5,2 nominations.
2002,2,Catch Me If You Can,Steven Spielberg,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)","A true story about Frank Abagnale Jr., who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.",notalk,52000000,164606800,351106800,67349319,213195306,454746230,76,8,Nominated for 2 Oscars. Another 11 wins & 20 nominations.
2002,2,Chicago,Rob Marshall,"Bill Condon (screenplay), Bob Fosse (book), Fred Ebb (book), Maurine Dallas Watkins (play)",Murderesses Velma Kelly (a chanteuse and tease who killed her husband and sister after finding them in bed together) and Roxie Hart (who killed her boyfriend when she discovered he wasn't going to make her a star) find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,ok,30000000,170687518,307687518,38855376,221070926,398510478,82,7.2,Won 6 Oscars. Another 42 wins & 57 nominations.
2002,2,Crossroads,Tamra Davis,Shonda Rhimes,"Three childhood best friends, and a guy they just met, take a trip across the country, finding themselves and their friendship in the process.",ok,12000000,37188667,57000000,15542151,48165989,73825215,27,3.2,2 wins & 11 nominations.
2002,2,Death to Smoochy,Danny DeVito,Adam Resnick,"Kids show host Rainbow Randolph is fired in disgrace while his replacement, Sheldon Mopes, aka Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the kid's TV business isn't all child's play.",men,50000000,8355815,8374062,64758961,10822278,10845911,38,6.4,1 nomination.
2002,2,Die Another Day,Lee Tamahori,"Ian Fleming (characters), Neal Purvis, Robert Wade",James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul who is funding the development of an international space weapon.,men,142000000,160942139,431942139,183915449,208448913,559442481,56,6.1,Nominated for 1 Golden Globe. Another 5 wins & 28 nominations.
2002,2,Drumline,Charles Stone III,"Shawn Schepps (story), Tina Gordon Chism (screenplay), Shawn Schepps (screenplay)",A band director recruits a Harlem street drummer to play at a Southern university.,notalk,20000000,56398162,56398162,25903584,73045727,73045727,63,5.5,12 nominations.
2002,2,Equilibrium,Kurt Wimmer,Kurt Wimmer,"In a Fascist future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system.",notalk,20000000,1190018,5345869,25903584,1541287,6923858,33,7.6,2 nominations.
2002,2,Far from Heaven,Todd Haynes,Todd Haynes,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",ok,13500000,15901849,29027914,17484919,20595744,37596351,84,7.4,Nominated for 4 Oscars. Another 91 wins & 39 nominations.
2002,2,Frida,Julie Taymor,"Hayden Herrera (book), Clancy Sigal (screenplay), Diane Lake (screenplay), Gregory Nava (screenplay), Anna Thomas (screenplay)","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",men,12000000,25885000,55710675,15542151,33525714,72155308,61,7.4,Won 2 Oscars. Another 15 wins & 29 nominations.
2002,2,Funny Ha Ha,Andrew Bujalski,Andrew Bujalski,"Marnie just graduated from college, drinks likes she's still in school, and is looking for a temporary job but a permanent boyfriend. She loves a guy who doesn't love her (?), ping-pongs ...",ok,30000,77070,77070,38855,99819,99819,78,6.4,3 wins & 1 nomination.
2002,2,Gangs of New York,Martin Scorsese,"Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)","In 1863, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",notalk,97000000,77730500,190400000,125632384,100674928,246602123,72,7.5,Nominated for 10 Oscars. Another 42 wins & 64 nominations.
2002,2,Gerry,Gus Van Sant,"Casey Affleck, Matt Damon, Gus Van Sant",A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.,nowomen,7000000,254683,254683,9066255,329860,329860,54,6.2,2 wins & 3 nominations.
2002,2,Harry Potter and the Chamber of Secrets,Chris Columbus,"J.K. Rowling (novel), Steve Kloves (screenplay)","Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him.",ok,100000000,261987880,878979634,129517922,339321257,1138436153,63,7.3,Nominated for 3 BAFTA Film Awards. Another 10 wins & 31 nominations.
2002,2,High Crimes,Carl Franklin,"Joseph Finder (novel), Yuri Zeltser (screenplay), Grace Cary Bickley (screenplay)","High powered lawyer Claire Kubik finds her world turned upside down when her husband, who she thought was Tom Kubik, is arrested and is revealed to be Ron Chapman. Chapman is on trial for a...",ok,42000000,41543207,63781100,54397527,53805898,82607955,48,6.3,2 nominations.
2002,2,I Spy,Betty Thomas,"Morton S. Fine (characters), David Friedkin (characters), Marianne Wibberley (story), Cormac Wibberley (story), Marianne Wibberley (screenplay), Cormac Wibberley (screenplay), Jay Scherick (screenplay), David Ronn (screenplay)",A professional athlete has to help a U.S. government agent recover a missing jet.,notalk,70000000,33561137,60279822,90662545,43467687,78073173,35,5.4,1 win & 4 nominations.
2002,2,Ice Age,"Chris Wedge, Carlos Saldanha","Michael J. Wilson (story), Michael Berg (screenplay), Michael J. Wilson (screenplay), Peter Ackerman (screenplay), James Bresnahan (additional story), Doug Compton (additional story), Mike Thurmeier (additional story), Jeff Siergey (additional story), Galen T. Chu (additional story), Xeth Feinberg (additional story)","Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.",nowomen,65000000,176387405,386116343,84186649,228453301,500089862,60,7.6,Nominated for 1 Oscar. Another 4 wins & 23 nominations.
2002,2,Igby Goes Down,Burr Steers,Burr Steers,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,men,9000000,4777465,4777465,11656613,6187673,6187673,72,7,Nominated for 2 Golden Globes. Another 7 wins & 10 nominations.
2002,2,Insomnia,Christopher Nolan,"Hillary Seitz (screenplay), Nikolaj Frobenius, Erik Skjoldbjærg",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,notalk,46000000,67263182,113622499,59578244,87117875,147161499,78,7.2,1 win & 8 nominations.
2002,2,Lilo and Stitch,NA,NA,NA,ok,80000000,145771527,245800000,103614337,188800252,318355051,NA,NA,NA
2002,2,Maid in Manhattan,Wayne Wang,"John Hughes (story), Kevin Wade (screenplay)","A senatorial candidate falls for a hotel maid, thinking she is a socialite when he sees her trying on a wealthy woman's dress.",ok,55000000,93932896,163838217,71234857,121659935,212199853,45,4.9,8 nominations.
2002,2,May,Lucky McKee,Lucky McKee,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",ok,1750000,145540,497339,2266564,188500,644143,58,6.8,11 wins & 4 nominations.
2002,2,Men in Black II,Barry Sonnenfeld,"Lowell Cunningham (comic book ""Malibu Comics""), Robert Gordon (story), Robert Gordon (screenplay), Barry Fanaro (screenplay)",Agent J needs help so he is sent to find Agent K and restore his memory.,notalk,140000000,190418803,441767803,181325090,246626476,572168477,49,6,2 wins & 9 nominations.
2002,2,Minority Report,Steven Spielberg,"Philip K. Dick (short story), Scott Frank (screenplay), Jon Cohen (screenplay)","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",notalk,102000000,132024714,358824714,132108280,170995666,464742312,80,7.7,Nominated for 1 Oscar. Another 16 wins & 50 nominations.
2002,2,Mr Deeds,NA,NA,NA,men,50000000,126293452,171269535,64758961,163572654,221824742,NA,NA,NA
2002,2,My Big Fat Greek Wedding,Joel Zwick,Nia Vardalos,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,ok,5000000,241438208,352242522,6475896,312705749,456217193,62,6.6,Nominated for 1 Oscar. Another 16 wins & 23 nominations.
2002,2,Panic Room,David Fincher,David Koepp,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",ok,48000000,95308367,196308367,62168602,123441416,254254517,65,6.8,1 win & 7 nominations.
2002,2,Phone Booth,Joel Schumacher,Larry Cohen,"Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle.",notalk,11000000,46566212,97837138,14246971,60311590,126716628,56,7.1,7 nominations.
2002,2,Queen of the Damned,Michael Rymer,"Anne Rice (novels), Scott Abbott (screenplay), Michael Petroni (screenplay)",The vampire Lestat becomes a rock star whose music wakes up the queen of all vampires.,ok,35000000,30307804,30307804,45331273,39254038,39254038,30,5.1,1 win & 5 nominations.
2002,2,Rabbit-Proof Fence,Phillip Noyce,"Doris Pilkington (book), Christine Olsen (screenplay)","In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a trek across the Outback.",ok,7000000,6199600,16866928,9066255,8029593,21845695,80,7.5,Nominated for 1 Golden Globe. Another 22 wins & 22 nominations.
2002,2,Real Women Have Curves,Patricia Cardoso,"Josefina Lopez (play), George LaVoo (teleplay), Josefina Lopez (teleplay)","This is the story of Ana, a first generation Mexican-American teenager on the verge of becoming a woman. She lives in the predominately Latino community of East Los Angeles. Freshly ...",ok,3000000,5853194,5853194,3885538,7580935,7580935,71,7,7 wins & 3 nominations.
2002,2,Red Dragon,Brett Ratner,"Thomas Harris (novel), Ted Tally (screenplay)","A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer; aiding him is imprisoned criminal genius Hannibal ""The Cannibal"" Lecter.",notalk,78000000,92955420,206455420,101023979,120393928,267396769,60,7.2,6 wins & 7 nominations.
2002,2,Reign of Fire,Rob Bowman,"Gregg Chabot (story), Kevin Peterka (story), Gregg Chabot (screenplay), Kevin Peterka (screenplay), Matt Greenberg (screenplay)","A brood of fire-breathing dragons emerges from the earth and begins setting fire to everything, establishing dominance over the planet.",notalk,60000000,43061982,82150183,77710753,55772984,106399210,39,6.1,1 win & 2 nominations.
2002,2,Resident Evil,Paul W.S. Anderson,Paul W.S. Anderson,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",ok,35000000,40119709,103787401,45331273,51962213,134423285,33,6.7,4 nominations.
2002,2,Scooby-Doo,Raja Gosnell,"James Gunn (screenplay), Craig Titley (story), James Gunn (story), William Hanna (characters), Joseph Barbera (characters)","After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",ok,84000000,153294164,276294164,108795054,198543415,357850459,35,4.9,3 wins & 8 nominations.
2002,2,Signs,M. Night Shyamalan,M. Night Shyamalan,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,notalk,70702619,227965690,408265690,91572563,295256424,528777236,59,6.7,3 wins & 18 nominations.
2002,2,Snow Dogs,Brian Levant,"Jim Kouf (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay), Mark Gibson (screenplay), Philip Halprin (screenplay), Gary Paulsen (book)","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",notalk,32000000,81150692,116898028,41445735,105104690,151403896,29,5.1,1 win.
2002,2,Solaris,Steven Soderbergh,"Stanislaw Lem (novel), Steven Soderbergh (screenplay)",A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,notalk,47000000,14970038,14970038,60873423,19388882,19388882,65,6.2,2 wins & 8 nominations.
2002,2,Spider-Man,Sam Raimi,"Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book), David Koepp (screenplay)","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",notalk,139000000,403706375,821565375,180029911,522872106,1064074398,73,7.3,Nominated for 2 Oscars. Another 12 wins & 44 nominations.
2002,2,Spirit: Stallion of the Cimarron,"Kelly Asbury, Lorna Cook",John Fusco (screenplay),"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",nowomen,80000000,73215310,106515310,103614337,94826948,137956416,52,6.9,Nominated for 1 Oscar. Another 8 wins & 15 nominations.
2002,2,Spun,Jonas Åkerlund,"Will De Los Santos (screenplay), Creighton Vero (screenplay)","An out-of-control speed freak (Schwartzman) is introduced his drug of choice's creator (Rourke) by his dealer (Leguizamo). A massive three-day adventure ensues (with Fugit, Murphy, and Suvari in tow).",ok,4500000,410241,1022649,5828306,531336,1324514,41,6.8,2 nominations.
2002,2,Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,Robert Rodriguez,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",ok,38000000,85846296,119721296,49216810,111186338,155060534,66,5,3 wins & 3 nominations.
2002,2,Star Trek: Nemesis,Stuart Baird,"Gene Roddenberry (television series Star Trek), John Logan (story), Rick Berman (story), Brent Spiner (story), John Logan (screenplay)","After the Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty, the Federation soon find out the Romulans are planning an attack on Earth.",notalk,60000000,43254409,67312826,77710753,56022212,87182173,51,6.4,1 win & 4 nominations.
2002,2,Star Wars: Episode II - Attack of the Clones,George Lucas,"George Lucas (story), George Lucas (screenplay), Jonathan Hales (screenplay)","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé, while Obi-Wan investigates an assassination attempt on the Senator and discovers a secret clone army crafted for the Jedi.",dubious,115000000,310676740,656695615,148945610,402382056,850538512,53,6.8,Nominated for 1 Oscar. Another 11 wins & 41 nominations.
2002,2,The Adventures of Pluto Nash,Ron Underwood,Neil Cuthbert,"In the future, a man struggles to keep his lunar nightclub out of the hands of the mafia.",men,100000000,4411102,7094995,129517922,5713168,9189290,12,3.7,1 win & 6 nominations.
2002,2,The Banger Sisters,Bob Dolman,Bob Dolman,"Lavinia and Suzette, former rock groupies and best friends, reconnect after 20 years; one is still as wild as ever, while the other has adopted a more conservative lifestyle.",ok,10000000,30306281,38067218,12951792,39252065,49303870,48,5.6,Nominated for 1 Golden Globe. Another 1 win.
2002,2,The Bourne Identity,Doug Liman,"Tony Gilroy (screenplay), W. Blake Herron (screenplay), Robert Ludlum (novel)","A man is picked up by a fishing boat, bullet-riddled and without memory, then races to elude assassins and recover from amnesia.",notalk,60000000,121468960,213300000,77710753,157324072,276261727,68,7.9,3 wins & 4 nominations.
2002,2,The Dangerous Lives of Altar Boys,Peter Care,"Chris Fuhrman (book), Jeff Stockwell (screenplay), Michael Petroni (screenplay)","A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.",notalk,12000000,1779284,1779284,15542151,2304492,2304492,69,7.1,2 wins.
2002,2,The Good Girl,Miguel Arteta,Mike White,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,ok,8000000,14018296,16856124,10361434,18156206,21831701,71,6.5,6 wins & 15 nominations.
2002,2,The Hours,Stephen Daldry,"Michael Cunningham (novel), David Hare (screenplay)","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",ok,25000000,41675994,97030468,32379480,53977881,125671845,81,7.6,Won 1 Oscar. Another 38 wins & 71 nominations.
2002,2,The Importance of Being Earnest,Oliver Parker,"Oscar Wilde (play), Oliver Parker (screenplay)","In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues.",ok,15000000,8378141,8378141,19427688,10851194,10851194,60,6.9,1 win & 1 nomination.
2002,2,The Lord of the Rings: The Two Towers,Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Stephen Sinclair (screenplay), Peter Jackson (screenplay)","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",notalk,94000000,342548984,927048984,121746846,443662324,1200694576,88,8.8,Won 2 Oscars. Another 76 wins & 83 nominations.
2002,2,The Powerpuff Girls,Craig McCracken,"Charlie Bean, Lauren Faust, Craig McCracken, Paul Rudish, Don Shank, Charlie Bean (story), Craig McCracken (story), Amy Keating Rogers (story), Paul Rudish (story), Don Shank (story), Lauren Faust (story), Craig McCracken (creator)",The movie shows the origin of the Powerpuff Girls before the cartoon series. It explains why they were born and why they dedicated their lives to fighting crime and the forces of evil.,ok,25000000,11411644,16425701,32379480,14780124,21274227,65,6.4,N/A
2002,2,The Quiet American,Phillip Noyce,"Graham Greene (novel), Christopher Hampton (screenplay), Robert Schenkkan (screenplay)",An older British reporter vies with a young U.S. doctor for the affections of a beautiful Vietnamese woman.,men,20000000,12987647,26348203,25903584,16821330,34125645,84,7.2,Nominated for 1 Oscar. Another 16 wins & 7 nominations.
2002,2,The Ring,Gore Verbinski,"Ehren Kruger (screenplay), Kôji Suzuki (novel)",A young journalist must investigate a mysterious videotape which seems to cause the death of anyone in a week of viewing it.,ok,48000000,129094024,248218486,62168602,167199897,321487424,57,7.1,11 wins & 6 nominations.
2002,2,The Rules of Attraction,Roger Avary,"Bret Easton Ellis (novel), Roger Avary (screenplay)","The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",dubious,4000000,6525762,11799060,5180717,8452031,15281897,50,6.8,1 win & 1 nomination.
2002,2,The Santa Clause 2,Michael Lembeck,"Don Rhymer (screenplay), Cinco Paul (screenplay), Ken Daurio (screenplay), Ed Decter (screenplay), John J. Strauss (screenplay), Leo Benvenuti (characters), Steve Rudnick (characters), Leo Benvenuti (story), Steve Rudnick (story)","Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesn't find a Mrs. Claus.",notalk,65000000,139225854,172825854,84186649,180322432,223840454,48,5.5,1 win & 3 nominations.
2002,2,The Sweetest Thing,Roger Kumble,Nancy Pimental,A girl finds she is forced to educate herself on the etiquette of wooing the opposite sex when she finally meets Mr. Right.,ok,43000000,24430272,44633441,55692706,31641581,57808305,32,5,4 nominations.
2002,2,The Transporter,Corey Yuen,"Luc Besson, Robert Mark Kamen",This film is about a man whose job is to deliver packages without asking any questions. Complications arise when he breaks those rules.,nowomen,21000000,25296447,43928932,27198764,32763432,56895840,51,6.8,N/A
2002,2,The Tuxedo,Kevin Donovan,"Phil Hay (story), Matt Manfredi (story), Michael J. Wilson (story), Michael J. Wilson (screenplay), Michael Leeson (screenplay)",A hapless chauffer must take a comatosed secret agent's place using his special gadget-laden tuxedo.,nowomen,60000000,50586000,104429625,77710753,65517936,135255080,30,5.2,2 wins & 1 nomination.
2002,2,Treasure Planet,"Ron Clements, John Musker","Robert Louis Stevenson (novel), Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Ron Clements (animation story), John Musker (animation story), Ted Elliott (animation story), Terry Rossio (animation story)","A Disney animated version of ""Treasure Island"". The only difference is that the film is set in outer space with alien worlds and other galactic wonders.",notalk,100000000,38120554,91800000,129517922,49372949,118897452,60,7,Nominated for 1 Oscar. Another 1 win & 10 nominations.
2002,2,Tuck Everlasting,Jay Russell,"Natalie Babbitt (novel), Jeffrey Lieber (screenplay), James V. Hart (screenplay)",A young woman meets and falls in love with a young man who is part of a family of immortals.,ok,15000000,19161999,19344615,19427688,24818223,25054743,66,6.7,1 win & 3 nominations.
2002,2,Two Weeks Notice,Marc Lawrence,Marc Lawrence,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.",ok,60000000,93354918,199043309,77710753,120911349,257796757,42,6,1 win & 3 nominations.
2002,2,We Were Soldiers,Randall Wallace,"Harold G. Moore (book), Joseph L. Galloway (book), Randall Wallace (screenplay)",The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,ok,70000000,78120196,114658262,90662545,101179654,148502998,65,7.1,1 win & 5 nominations.
